longitude,latitude
-179.9,42.195468
-179.6781403273242,42.18992887505268
-179.45788822065526,42.18292055286416
-179.2390189455561,42.17429064106985
-179.02118673287646,42.16390653614533
-178.80392476479378,42.15166342339415
-178.58682119199418,42.13747458406034
-178.36959412483375,42.12127652618619
-178.1520826420769,42.10302396891596
-177.93428778734375,42.082691914032594
-177.71636957260495,42.060273640726095
-177.49855598529922,42.03577654681641
-177.2810049850541,42.00922390795814
-177.06380450717532,41.98065287764363
-176.84704946252987,41.950114621557965
-176.63088774620022,41.917669397850744
-176.41546123059456,41.88339045418251
-176.20090777242345,41.84736003122064
-175.98739821962275,41.80966542720565
-175.77522839899967,41.770406158468646
-175.56503413335403,41.729684334593856
-175.3576562329595,41.687609422853406
-175.15368450672705,41.64429145255528
-174.95340075356717,41.59984591557804
-174.75686877621203,41.55438592342141
-174.5638723743303,41.50802609901818
-174.37384056468235,41.461329446933306
-174.18643287822817,41.413991372628544
-174.0014751791326,41.366089572377575
-173.81882134896676,41.31769179132574
-173.63812128880573,41.26885441868139
-173.45910290833032,41.21962897976046
-173.28145612949322,41.17005993358442
-173.10484988474835,41.12018570254159
-172.92908109937528,41.07004893235769
-172.75404670722568,41.019687443253176
-172.57971463331884,40.96914417932668
-172.40646480728145,40.918459803568346
-172.234652162268,40.86767293534951
-172.06463362794017,40.81682419752825
-171.8971531281359,40.76595788822315
-171.73276556255277,40.71513197575086
-171.57194081356883,40.66441428009877
-171.41525274770015,40.613881802707155
-171.26280521996412,40.56361772491625
-171.11462707327817,40.513712097190314
-170.9706291402702,40.46426076408969
-170.8307092500981,40.41536154748834
-170.69475223368443,40.36711124657843
-170.5626629376252,40.319597695463266
-170.43434421724373,40.27290372476399
-170.30966694536085,40.227102109281134
-170.18851102270153,40.182249639543386
-170.07065337806563,40.1383869263821
-169.95584996645783,40.095539544009156
-169.84383577955722,40.05371203002614
-169.73428883530272,40.012893822599786
-169.62704619501292,39.973049637369414
-169.5216979587696,39.93412175902465
-169.41807326467793,39.896030889312826
-169.31586027723068,39.85868248397727
-169.21494116237025,39.82198133726782
-169.1151270931266,39.785828119554566
-169.01615821995443,39.750136377301935
-168.91796866684,39.71483499545654
-168.82016852860014,39.67986929360088
-168.72261785953887,39.6452080275002
-168.62523867896857,39.610840061071315
-168.52792398007261,39.576769207606915
-168.43068572270073,39.54301848801046
-168.333653852564,39.509619129067985
-168.2369132822895,39.47662127901741
-168.14057691050266,39.444083134940875
-168.04498761105063,39.412077295219525
-167.9502002547292,39.380677855708626
-167.8563766964675,39.34996809895094
-167.7636167877993,39.32003319930417
-167.67192338040593,39.29095816187354
-167.5812413312917,39.26282489056629
-167.4915285114001,39.23570731198523
-167.40271580741958,39.20967030563528
-167.31453511506584,39.184773403799674
-167.2269353489178,39.161065517415395
-167.1398404462758,39.138582513817454
-167.05314235670303,39.117353204515624
-166.96682506103028,39.09738856157522
-166.88089355401524,39.07869159371604
-166.79535885832456,39.06124932015145
-166.7102130088678,39.045041726952924
-166.62546206670635,39.03003382464298
-166.5411051051263,39.01618361154067
-166.45712520965216,39.00344205805777
-166.3734314798802,38.991752005497816
-166.28994702410955,38.98105131960011
-166.2066519522976,38.97127696556313
