longitude,latitude
-179.9,39.422189
-179.60888676636088,39.38734783928192
-179.319723004801,39.351632730846696
-179.03239972397373,39.31502761585369
-178.7467159309263,39.2775193857962
-178.4625026294623,39.23910094944168
-178.17969682067056,39.19977027278026
-177.8983265029275,39.159530370927136
-177.61864467079772,39.1183913804613
-177.34102531828853,39.07636450328268
-177.06570643564808,39.033467867871465
-176.7927290099141,38.989725496357735
-176.5220350270591,38.94516335742678
-176.25349646982679,38.89981338197393
-175.98694231880762,38.85371147768068
-175.72220355243255,38.80689755330762
-175.45909514643557,38.759416508977104
-175.19747907492422,38.711316270183715
-174.93732630875124,38.66265082126411
-174.67861381768873,38.613476149793726
-174.42133156880763,38.56385325036525
-174.1655055275542,38.513846137005274
-173.911101657224,38.463522791349206
-173.6581109189496,38.412955208527976
-173.40647927279048,38.36221735937923
-173.15616867556463,38.311389223377255
-172.90720409217857,38.26053581400867
-172.65965848105373,38.20973417067084
-172.4136377962879,38.159069350574825
-172.16910099038088,38.108629331574186
-171.92586701045428,38.05851201594296
-171.683596799874,38.00882222065882
-171.4419202993111,37.95966974596359
-171.2006434467118,37.91116948711082
-170.9598791805175,37.863435505086244
-170.71985443429435,37.81659092241646
-170.48069314216332,37.7707578060243
-170.24229323719868,37.72606010082764
-170.00442165249373,37.682621681024834
-169.76685932221952,37.64056442837233
-169.52953818268435,37.60000630614358
-169.29260617070494,37.56106439421839
-169.0563402214597,37.52385884211598
-168.8210882706565,37.4885088376846
-168.58718525130595,37.455138561753834
-168.35483609913675,37.42386712497429
-168.12397275639557,37.39480149062099
-167.89442617722025,37.36802656744799
-167.66605032816184,37.343604276629065
-167.43880018709325,37.32157559386528
-167.21266174267984,37.301961511595756
-166.98751399277984,37.28476596449883
-166.76308394445095,37.269975805199074
-166.53895361071045,37.25756680804532
-166.314716014291,37.2474967533273
-166.09009919032206,37.239700494217004
-165.86491518147872,37.234098929235344
-165.63897503583462,37.23060295636482
-165.41211480307922,37.22912048708448
-165.18428753450456,37.229556496035514
-164.95556627976558,37.23181902263991
-164.7260180863588,37.235820103080016
-164.49560499801711,37.241478716853585
-164.26421604984648,37.248729804047436
-164.0317352645373,37.25753130204582
-163.79818065180407,37.267865220568545
-163.5637372073011,37.27973965948553
-163.32861091534295,37.29318373000035
-163.09301475322513,37.308239547093585
-162.85727069552803,37.32495428458806
-162.62178171736014,37.34337416003407
-162.38692079329445,37.36354637478646
-162.15290790008567,37.38551404760458
-161.91974101398088,37.40932117740233
-161.68722510963593,37.43501465890336
-161.4550971600969,37.46264435012147
-161.22316813569995,37.49226514901819
-160.99134200784735,37.52393000376082
-160.75975375060693,37.557686987221246
-160.52856234074227,37.593579185228364
-160.29786876528237,37.631630652302874
-160.06772402260023,37.67184441597638
-159.83815211971043,37.71420748920702
-159.60910607281505,37.75868984662651
-159.38060889702635,37.805263500655336
-159.1527166106909,37.85389448152969
-158.92533723919476,37.90453573959082
-158.69840880845942,37.9571392413754
-158.47195534763296,38.011650999847554
-158.24615588692058,38.06801511164745
-158.02125444896012,38.126189708503084
-157.7975330536847,38.18613794265575
-157.5751427167278,38.24783089562608
