longitude,latitude
-179.900000,40.757848
-179.678158,40.797228
-179.455408,40.833326
-179.232405,40.866317
-179.009659,40.896362
-178.787588,40.923613
-178.566452,40.948205
-178.346257,40.970265
-178.126853,40.989907
-177.908074,41.007236
-177.689775,41.022346
-177.471792,41.035323
-177.253896,41.046246
-177.035787,41.055183
-176.817227,41.062197
-176.598196,41.067344
-176.378844,41.070674
-176.159444,41.072234
-175.940346,41.072063
-175.721894,41.070197
-175.504347,41.066671
-175.287846,41.061515
-175.072403,41.054758
-174.857931,41.046427
-174.644278,41.036549
-174.431262,41.025150
-174.218710,41.012226
-174.006496,40.997766
-173.794561,40.981770
-173.583007,40.964266
-173.371970,40.945314
-173.161590,40.925000
-172.951988,40.903428
-172.743280,40.880710
-172.535585,40.856966
-172.329027,40.832309
-172.123678,40.806844
-171.919561,40.780659
-171.716638,40.753822
-171.514805,40.726385
-171.313968,40.698381
-171.113941,40.669828
-170.914607,40.640732
-170.715902,40.611092
-170.517815,40.580899
-170.320418,40.550141
-170.123874,40.518798
-169.928286,40.486849
-169.733744,40.454271
-169.540297,40.421046
-169.347819,40.387153
-169.156164,40.352571
-168.965248,40.317283
-168.775032,40.281278
-168.585547,40.244546
-168.396852,40.207082
-168.209044,40.168884
-168.022092,40.129962
-167.835935,40.090332
-167.650486,40.050019
-167.465659,40.009051
-167.281373,39.967466
-167.097526,39.925313
-166.913971,39.882648
-166.730636,39.839535
-166.547470,39.796039
-166.364451,39.752232
-166.181668,39.708183
-165.999279,39.663962
-165.817417,39.619631
-165.636278,39.575244
-165.455959,39.530844
-165.276488,39.486464
-165.097838,39.442125
-164.919941,39.397836
-164.742701,39.353604
-164.566012,39.309429
-164.389818,39.265318
-164.214051,39.221285
-164.038725,39.177350
-163.863801,39.133541
-163.689146,39.089888
-163.514608,39.046418
-163.340038,39.003156
-163.165310,38.960116
-162.990538,38.917298
-162.815675,38.874686
-162.640732,38.832255
-162.465714,38.789969
-162.290638,38.747786
-162.115445,38.705658
-161.939995,38.663532
-161.764115,38.621359
-161.587555,38.579088
-161.409960,38.536676
-161.231151,38.494085
-161.050950,38.451285
-160.869174,38.408253
-160.685760,38.364979
-160.500700,38.321456
-160.314022,38.277690
-160.125978,38.233698
-159.936838,38.189508
-159.747023,38.145148
-159.556908,38.100656
-159.367102,38.056066
-159.177907,38.011419
-158.989490,37.966760
-158.802076,37.922132
-158.615625,37.877574
-158.429868,37.833123
-158.244542,37.788822
-158.059377,37.744711
-157.874263,37.700825
-157.689449,37.657199
-157.505012,37.613860
-157.321051,37.570836
-157.137633,37.528150
-156.954529,37.485818
-156.771612,37.443851
-156.588759,37.402249
-156.405695,37.361001
-156.222211,37.320085
-156.038133,37.279467
-155.853353,37.239110
-155.667980,37.198974
-155.482193,37.159024
-155.296113,37.119235
-155.110034,37.079597
-154.924209,37.040112
-154.738810,37.000798
-154.553983,36.961688
-154.369714,36.922822
-154.185890,36.884256
-154.002455,36.846047
-153.819377,36.808261
-153.636572,36.770966
-153.453940,36.734233
-153.271299,36.698138
-153.088445,36.662752
-152.905405,36.628146
-152.722343,36.594383
-152.539493,36.561519
-152.357196,36.529599
-152.175634,36.498655
-151.994818,36.468709
-151.814592,36.439770
-151.634504,36.411838
-151.454270,36.384907
-151.273645,36.358966
-151.092389,36.334001
-150.910405,36.309991
-150.727662,36.286910
-150.544143,36.264724
-150.359777,36.243397
-150.174500,36.222893
-149.988321,36.203177
-149.801328,36.184219
-149.613830,36.165990
-149.426167,36.148464
-149.238601,36.131619
-149.051340,36.115439
-148.864468,36.099908
-148.677915,36.085014
-148.491676,36.070755
-148.305794,36.057134
-148.120564,36.044168
-147.936093,36.031881
-147.752329,36.020307
-147.569099,36.009481
-147.386118,35.999438
-147.203319,35.990214
-147.020652,35.981838
-146.838060,35.974337
-146.655339,35.967732
-146.472335,35.962037
-146.288909,35.957265
-146.104949,35.953426
-145.920555,35.950525
-145.735882,35.948571
-145.551117,35.947571
-145.366487,35.947535
-145.182070,35.948470
-144.997884,35.950383
-144.813902,35.953278
-144.630002,35.957160
-144.446112,35.962027
-144.262191,35.967879
-144.078236,35.974712
-143.894409,35.982518
-143.710919,35.991287
-143.527976,36.000999
-143.345812,36.011628
-143.164518,36.023137
-142.984081,36.035485
-142.804460,36.048628
-142.625555,36.062524
-142.447353,36.077138
-142.269852,36.092443
-142.093050,36.108420
-141.916922,36.125053
-141.741492,36.142332
